Grupo  ,Subgrupo,Nombre ,Energía,Humedad,Proteína,Grasa,Carbohidratos,Fibra cruda,Ceniza,Calcio (Ca),Fósforo (P),Hierro (Fe),Vit A,Tiamina (B1),Riboflavina (B2),Niacina (B3),Vit C
Grupo  ,Subgrupo,del alimento,Kcal,gr,gr,gr,gr,gr,gr,mg,mg,mg,ug,mg,mg,mg,mg
Carnes y derivados,Vacuno,Carne blanda frita,182,66.76,15.41,10.66,6.07,0,1.1,10.01,179.01,3.6,5.01,0.09,0.25,2.97,0
Carnes y derivados,Vacuno,Carne cruda molida especial,152,70.61,20.07,7.66,0.67,0,0.99,12,180,3.25,5,0.1,0.25,3.52,0
Carnes y derivados,Vacuno,Carne molida frita,196,67.01,15.59,14.05,1.81,0,1.08,8,170,3.6,4,0.08,0.24,2.47,0
Carnes y derivados,Vacuno,Charque crudo,292,20.04,62.41,4.11,1.37,0,12.07,36.6,415.2,12.21,46,0.06,0.42,2.72,0
Carnes y derivados,Vacuno,Charque flameado,257,25.11,48.29,4.42,6.06,0,16.12,40,354,18.7,6,0.12,0.38,2.6,0
Carnes y derivados,Vacuno,Chuleta cocida,226,58.2,33.37,10.25,0,0,0.7,84,130,4,7,0.03,0.15,1.15,0
Carnes y derivados,Vacuno,Chuleta frita,260,67.92,27.99,16.41,0,0,2.1,85,160,4.2,6,0.05,0.2,2.03,0
Carnes y derivados,Vacuno,Corazón crudo,97,78.86,17.28,3.14,0,0,0.82,28,114,5.3,0,0.12,1.09,3.4,0
Carnes y derivados,Vacuno,Hígado crudo,133,69.4,20.75,3.49,4.72,0,1.64,7,211,19.25,6607,0.26,3.35,8.7,9
Carnes y derivados,Vacuno,Higado frito,174,62.9,20.99,6.44,8.03,0,1.64,9,225,19.11,5811,0.26,3.76,9.57,8
Carnes y derivados,Vacuno,Intestino grueso crudo,172,69.46,11.6,10.48,7.87,0,0.59,13,103,6.5,0,0.06,0.25,2.53,0
Carnes y derivados,Vacuno,Intestino grueso cocido,174,71.4,12.85,12.41,2.7,0,0.68,14,109,7.1,0,0.04,0.18,1.76,0
Carnes y derivados,Vacuno,Lengua cocida,269,54.85,16.6,18.24,9.49,0,0.82,18,144,2.4,0,0.02,0.29,1.23,0
Carnes y derivados,Vacuno,Libro cocido,102,75.37,15.12,0.78,8.52,0,0.21,39,67,2.3,0,0,0.07,0.33,0
Carnes y derivados,Vacuno,Libro crudo,70,84.91,14.5,1.36,0,0,0.13,39,54,1.7,0,0.01,0.1,0.66,0
Carnes y derivados,Vacuno,Panza cocida,116,75.47,19.65,4.05,0.35,0,0.48,59,81,2.7,65,0.06,0.32,0.8,0
Carnes y derivados,Vacuno,Pata cocida,129,68.68,9.22,1.04,20.62,0,0.44,21,40,1.1,0,0.1,0.13,0.74,0
Carnes y derivados,Vacuno,Pata cruda,120,71.03,8.19,1.07,19.33,0,0.38,22,46,2.4,0,0.05,0.12,0.85,0
Carnes y derivados,Vacuno,Pecho cocido,246,55.75,23.72,14.25,5.63,0,0.65,62,132,3.9,74,0.03,0.2,1.92,0
Carnes y derivados,Vacuno,Riñón cocido,87,84.16,11.44,4.62,0,0,0.84,13,193,13.4,107,0.18,1.43,5.12,5
Carnes y derivados,Vacuno,Riñón crudo,104,79.57,14.38,5.2,0,0,1.16,17,245,16.5,149,0.25,1.92,5.83,6
Carnes y derivados,Vacuno,Sangre cocida,137,79.47,19.5,6.58,0,0,0.37,20,37,61.4,0,0,0.07,0.75,0
Carnes y derivados,Vacuno,Sangre cruda,135,73.61,19.82,6.23,0,0,0.56,22,40,64.4,18,0.01,0.05,1.2,5
Carnes y derivados,Vacuno,Seso cocido,156,75.1,9.98,12.38,1.26,0,1.28,7,310,5.8,135,0.1,0.25,3.71,0
Carnes y derivados,Vacuno,Seso crudo,161,76.9,12.72,12.26,0,0,1.35,7,376,5.4,148,0.15,0.22,2.55,0
Carnes y derivados,Vacuno,Ubre cruda,301,57.31,15.19,26.4,0.58,0,0.52,46,145,1.8,0,0.03,0.12,0.83,0
Carnes y derivados,Vacuno,Ubre cocida,323,51.7,16.47,26.24,5.14,0,0.45,44,136,1.8,0,0.02,0.14,0.83,0
Carnes y derivados,Cordero,Cabeza cocida,192,65.03,21.41,11.36,1.01,0,0.69,45,122,4.6,7,0.1,0.34,2.9,0
Carnes y derivados,Cordero,Carne magra  ,144,71.25,20.36,6.59,0.77,0,1.02,8.6,193.3,2.89,0,0,0,0,0
Carnes y derivados,Cordero,Corazón cocido,209,52.62,15.14,4.64,26.66,0,0.94,22,195,3.5,0,0.22,1.1,3.96,0
Carnes y derivados,Cordero,Criadillas fritas,97,78.44,15.84,2.98,1.59,0,1.15,16,282,5.8,0,0.16,0.4,3.74,0
Carnes y derivados,Cordero,Hígado cocido,115,72.52,18.44,2.82,4.05,0,2.17,20,251,18.6,7600.2,0.24,11.4,8.25,0
Carnes y derivados,Cordero,Intestinos cocidos,108,75.36,12.48,2.33,9.22,0,0.61,23,136,4.9,0,0.04,0.2,4.23,0
Carnes y derivados,Cordero,Panza cocida,92,80.72,12.28,3.07,3.72,0,0.21,26,44,4.2,8,0.04,0.11,3.74,0
Carnes y derivados,Cordero,Patas cocidas,87,82.36,13.03,3.44,0.95,0,0.22,33,41,2.7,0,0.03,0.05,2.53,0
Carnes y derivados,Cordero,Pierna cocida,260,55.35,24.84,17.2,0.49,0,0.72,32,201,3.6,8,0.09,0.19,1.12,0
Carnes y derivados,Cordero,Pierna frita,301,51.1,31.15,19.56,0,0,2.46,36,268,4.1,6,0.11,0.41,2.03,0
Carnes y derivados,Cordero,Riñón frito,153,68.16,20.12,6.35,3.82,0,1.55,22,234,10.8,327,0.31,6.75,7.28,0
Carnes y derivados,Cordero,Sangre cocida,122,76.42,20.36,4.51,0,0,0.6,21,20,59.2,422,0.01,0.08,2.42,0
Carnes y derivados,Cordero,Sesos cocidos,149,73.28,12.31,9.52,3.48,0,1.41,14,324,5.5,27,0.11,0.31,3.08,0
Carnes y derivados,Cerdo,Carne magra,196,68.15,16.8,14.2,0.35,0,1.2,10.7,222.8,1.22,0,0,0,0,0
Carnes y derivados,Cerdo,Corazón crudo,131,74.09,15.9,6.22,2.9,0,0.89,8.9,163,5.72,0,0.42,0.95,5.28,0
Carnes y derivados,Cerdo,Corazón cocido,152,67.34,14.52,4.9,12.43,0,0.81,8.2,146.7,4.87,0,0.27,0.28,4.4,0
Carnes y derivados,Cerdo,Cuero,505,14.54,48.4,34.61,0,0,2.45,15.3,0,0,0,0,0,0,0
Carnes y derivados,Cerdo,Charque crudo (magro),369,24.5,39.6,16.34,15.79,0,3.77,42.5,267.2,3.9,0,0,0,0,0
Carnes y derivados,Cerdo,Hígado crudo,126,72.33,20.16,4.22,1.74,0,1.55,10.2,293.2,19.22,6890.5,0.4,3.65,13.22,5.62
Carnes y derivados,Cerdo,Higado cocido,142,68.22,18.33,4.02,8.08,0,1.35,10,285.2,18.36,6887.3,0.28,3.01,10.25,0
Carnes y derivados,Cerdo,Lengua cocida,325,52.72,6.12,27.54,13.04,0,0.58,17,118,2.4,0,0.1,0.37,1.67,0
Carnes y derivados,Cerdo,Orejas cocidas,235,58.31,22.68,14.94,2.39,0,1.68,33,42,1.2,22,0.04,0.19,2.03,1
Carnes y derivados,Cerdo,Patas cocidas,160,61.23,28.42,1.34,8.47,0,0.54,39,57,2.5,0,0.03,0.15,1.56,0
Carnes y derivados,Cerdo,Pulmón crudo,69,83.6,14.53,1.2,0,0,0.74,16,129,5.8,0,0.06,0.25,1.65,0
Carnes y derivados,Cerdo,Pulmón cocido,86,80.35,12.44,2.12,4.34,0,0.75,16,150,7.3,0,0.05,0.24,2.86,0
Carnes y derivados,Llama,Carne fresca,130,70.25,22.51,3.26,2.72,0,1.26,46.8,189.2,4.62,6.4,0,0,0,0
Carnes y derivados,Llama,Charque (carne deshidratada),354,10.23,64.23,7.11,8.2,0,10.23,70,489.2,15.56,3.28,0.04,0.43,2.75,0
Carnes y derivados,Llama,Carne deshidratada suma turco,358,9.15,68.23,8.23,2.64,0,11.75,0,0,0,5.82,0,0,0,0
Carnes y derivados,Llama,Carne (Lomo),130,69.68,22.4,2.83,3.84,0,1.25,48.2,178.3,4.11,6.6,0,0,0,0
Carnes y derivados,Llama,Carne cocida,149,63.5,18.9,2.39,13.02,0,2.19,42.8,146.2,4.5,5.68,0.05,0.4,4.12,0
Carnes y derivados,Aves,Codorniz carne cocida de,199,59.84,21.13,8.43,9.62,0,0.98,78,129,4.6,4,0.06,1.06,2.53,0
Carnes y derivados,Aves,Choka carne cocida de,164,63.66,24.47,4.62,6.15,0,1.1,57,156,9.3,9,0.1,0.7,3.52,0
Carnes y derivados,Aves,Choka carne frita de ,219,56.52,25.25,9.82,7.33,0,1.08,61,174,10.2,6,0.1,0.7,2.44,0
Carnes y derivados,Aves,Pato carne cocida de,147,66.48,18,3.38,11.17,0,0.97,18,178,1.5,0,0.1,0.34,6.98,0
Carnes y derivados,Aves,Pato cocido y frito de,156,65.68,18.62,4.6,9.93,0,1.17,18,176,1.4,0,0.1,0.31,6.66,0
Carnes y derivados,Aves,Perdiz carne cocida de,145,64,21.6,0.87,12.75,0,0.78,28,75,3.2,3,0.06,0.4,4.04,0
Carnes y derivados,Aves,Pichon carne frita de ,242,53.89,20.34,12.59,11.85,0,1.33,66,271,8.2,0,0.15,2.23,4.24,0
Carnes y derivados,Aves,Pollo mollejas cocidas de,149,68.06,23.72,4.89,2.6,0,0.73,57,78,7.8,1,0.06,0.28,2.42,0
Carnes y derivados,Aves,Pollo pechuga cocida de,180,59.62,18.91,11.31,0,0,1.34,9,160,1.01,0,0.04,0.16,6.68,0
Carnes y derivados,Aves,Pollo pechuga frita de,393,39.98,19.56,31.48,7.98,0,1,10,184,1.01,0,0.04,0.13,6.05,0
Carnes y derivados,Aves,Pollo pierna cocida de,193,63.8,20.22,10.54,4.4,0,1.04,10,184,0.98,0,0.06,0.34,6,0
Carnes y derivados,Aves,Pollo pierna frita de,218,59.9,20.72,12.39,5.93,0,1.06,10,182,0.96,0,0.06,0.24,6.82,0
Carnes y derivados,Conejo,Cobayo carne cruda de,145,70.02,21.4,5.23,3.17,0,1.6,24,278.2,2.11,0,0.12,0.45,3.35,0
Carnes y derivados,Conejo,Conejo de crianza carne de ,154,71.6,20.6,7.56,0.99,0,1.23,22.4,122.1,2.22,0,0.41,16,7.58,0
Carnes y derivados,Conejo,Conejo de castilla ,141,68.46,24.48,4.15,1.36,0,1.55,27,224,3.61,0,0.05,0.44,4.46,0
Carnes y derivados,Embutidos,Alpaca jamón de ,112,70.51,24.62,1.22,0.6,0,3.15,33,150,4.6,0,0.04,0.25,2.03,0
Carnes y derivados,Embutidos,Alpaca salame de,148,66.54,17.75,5.45,7.04,0,3.22,51,133,4.1,0,0.04,0.24,1.6,0
Carnes y derivados,Embutidos,Chorizo Bock,465,38.95,11.31,46.25,0.98,0,2.51,57,236,3.2,0,0.08,0.18,3.4,0
Carnes y derivados,Embutidos,Chorizo criollo de freir,299,54.54,12.28,25.2,5.75,0,2.23,25,65,2.3,0,0.24,0.38,3.68,0
Carnes y derivados,Embutidos,Chorizo cocktail,358,50.65,13,33.62,0.86,0,1.87,31,56,2.3,0,0.01,0.06,2.25,0
Carnes y derivados,Embutidos,Chorizo Franckfurt (Salchicha),390,47.35,13,37.38,0.45,0,1.82,26,55,4,0,0.02,0.1,2.53,0
Carnes y derivados,Embutidos,Chorizo peperoni,339,44.36,17.66,25.42,9.83,0,2.73,44,226,5.7,0,0.21,0.34,4.52,0
Carnes y derivados,Embutidos,Chorizo polaco,199,60.6,24.34,10.42,2.05,0,2.59,50.6,182.1,3.39,25.9,0,0,0,2.1
Carnes y derivados,Embutidos,Chorizo riojano cocido,362,36.96,14.5,23.45,23.31,0,1.78,47,183,3.7,7,0.16,0.51,5.77,0
Carnes y derivados,Embutidos,Chorizo riojano crudo,498,19.37,15.12,38.5,22.71,0,4.3,30,175,4.4,24,0.22,0.53,8.47,0
Carnes y derivados,Embutidos,Chorizo tipo Viena (salchicha),389,47.62,11.97,37.6,0.67,0,1.94,28,49,4.8,0,0.02,0.1,3.03,0
Carnes y derivados,Embutidos,Chuleta ahumada cassler,420,38.45,19.38,37.5,1.21,0,3.46,34,113,2.5,6,0.55,0.2,4.6,0
Carnes y derivados,Embutidos,Corned beef,238,56.87,24.65,14.68,1.74,0,2.06,21.1,236,4.22,0,0,0,0,0
Carnes y derivados,Embutidos,Embutido cazador,398,42.34,14.28,35.38,5.66,0,2.34,43,184,2.6,0,0.14,0.24,4.05,0
Carnes y derivados,Embutidos,Embutido cervecero,416,42.02,16.81,38.43,0.74,0,2,48,182,4.2,0,0.04,0.24,7.81,0
Carnes y derivados,Embutidos,Embutido cervelat,446,32.84,17.88,38.45,7.11,0,3.72,30,67,2.6,59,0.06,0.31,3.52,0
Carnes y derivados,Embutidos,Embutido Lyon,352,48.17,11.5,30.8,7.1,0,2.43,47,177,2.5,0,0.03,0.04,3.83,0
Carnes y derivados,Embutidos,Enrollado de cerdo (fiambre),302,51.41,20.25,23.98,1.38,0,2.98,28.6,101.2,4.68,0,0.03,0.12,3.68,0
Carnes y derivados,Embutidos,Enrollado de cerdo casero,329,49.67,18.23,28.21,0.53,0,3.16,40.1,105.3,5.64,2.45,0.09,0.13,4.62,1
Carnes y derivados,Embutidos,Jamón,250,54.19,23.58,17.06,0.43,0,4.44,33,137,4.9,0,0.23,0.34,5.07,0
Carnes y derivados,Embutidos,Jamón ahumado,462,29.11,18.41,39.58,8.03,0,4.87,46,116,2.7,0,0.51,0.33,4.9,0
Carnes y derivados,Embutidos,Jamón cocido,243,52.79,23.5,12.85,8.34,0,2.52,18,107,2.4,0,0.17,0.23,6.07,0
Carnes y derivados,Embutidos,Jamón del diablo,550,26.33,15.97,53.3,1.61,0,3.79,6,85,4.5,0,0.04,0.16,2.8,0
Carnes y derivados,Embutidos,Llama corned beef de ,108,72.59,20.18,1.8,2.79,0,2.64,49,258,4.7,0,0.08,0.3,1.37,0
Carnes y derivados,Embutidos,Llama jamón de,121,71.16,20.2,3.6,1.39,0,3.45,39.2,156,2.68,0,0,0,0,0
Carnes y derivados,Embutidos,Llama salame de,187,62.48,17.56,9.26,8.23,0,2.47,35,242,4.7,21,0.06,0.35,1.26,0
Carnes y derivados,Embutidos,Lomito especial,221,58.74,20.94,15.14,0.3,0,6.8,60,102,3.3,162,0.32,0.13,5.77,0
Carnes y derivados,Embutidos,Morcilla cruda,384,45.6,17.63,34.6,0.64,0,1.53,40.3,30.2,16.98,15.3,0,0,0,0
Carnes y derivados,Embutidos,Morcilla con lengua,354,46.23,22.1,29.36,0.36,0,1.95,82,47,8.5,0,0.04,0.15,1.32,0
Carnes y derivados,Embutidos,Morcilla cocida,389,41.24,18.44,33.35,3.74,0,3.23,43,29.4,16.4,13,0.03,0.2,3.74,0
Carnes y derivados,Embutidos,Mortadela,277,52.05,16.22,20.22,7.61,0,3.92,23.2,325.6,3.5,0,0.09,0.186,1.73,0
Carnes y derivados,Embutidos,Mortadela con ajo,281,55.61,15.25,22.42,4.44,0,2.28,24,76,3.4,26,0.03,0.17,1.25,0
Carnes y derivados,Embutidos,Oveja salame de ,173,62.19,22.6,6.97,4.91,0,3.33,48,140,5.3,0,0.06,0.34,1.54,0
Carnes y derivados,Embutidos,Pasta de hígado,410,37.51,17.18,34.49,7.78,0,3.04,13,155,14.3,932,0.13,0.8,3.35,0
Carnes y derivados,Embutidos,Pasta de hígado Berlines,448,40.23,14.38,43.36,0,0,2.83,11,82,3.6,0,0.1,0.65,6.35,0
Carnes y derivados,Embutidos,Pastel al horno,290,56.15,15.56,24.5,1.75,0,2.04,54,176,2.5,0,0.14,0.18,3.52,0
Carnes y derivados,Embutidos,Pastel con pepinos,361,49.96,12.24,31.58,7.02,0,2.2,30,121,3.3,205,0.04,0.13,3.36,0
Carnes y derivados,Embutidos,Queso de chancho,270,55.93,15.86,20.58,5.43,0,2.2,49.7,62,2.97,0,0.06,0.16,3.43,0
Carnes y derivados,Embutidos,Salame,307,52.45,16.18,25.35,3.48,0,2.54,25,66,2.9,0,0.08,0.24,4.1,0
Carnes y derivados,Embutidos,Salchicha sin piel,277,53.66,12.56,20.13,11.41,0,2.24,43,96,4.4,26,0.03,0.12,2.2,0
Carnes y derivados,Embutidos,Salchicha ahumada,182,66.81,23.2,9.9,0,0,3.52,23,157,2.2,0,0.07,0.22,1.04,0
Carnes y derivados,Embutidos,Salchichón de hígado,624,32.44,11.5,61.22,6.8,0,2.08,25,102,2.8,181,0.15,0.4,2.86,0
Carnes y derivados,Embutidos,Tocino ahumado,719,5.38,3.03,70.62,17.91,0,3.06,19,48,1.5,44,0.1,0.14,3.14,0
Leche y derivados,Leche y derivados,Dulce de leche,324,26.93,7.34,7.65,56.45,0,1.63,360.1,213.1,0.4,28.55,0.03,0.45,0.52,9.22
Leche y derivados,Leche y derivados,Helado de chocolate,139,65.75,4.54,0.9,28.25,0,0.56,101,83,0.31,6,0.03,0.25,0.26,1
Leche y derivados,Leche y derivados,Helado de frutilla,145,64.82,5.13,1.6,27.46,0,0.99,154,124,0.35,6,0.3,0.11,0.11,1
Leche y derivados,Leche y derivados,Leche chocolatada fluida,85,81.56,3.87,2.71,11.18,0,0.68,111.4,104.1,0.32,17.54,0.04,0.26,0.88,7.06
Leche y derivados,Leche y derivados,Leche con chocolate en polvo,397,0.88,5.4,2.8,87.44,0,3.48,81.3,426.9,0.61,70.8,0.08,0.41,0.5,4.94
Leche y derivados,Leche y derivados,Leche deslactosada UTH,57,88.76,2.99,2.88,4.75,0,0.62,124.6,81.5,0,33.38,0,0,0,5.64
Leche y derivados,Leche y derivados,Leche entera en polvo,493,1.2,25.23,24.33,43.35,0,5.89,914.3,767,0.72,182.58,0.29,1.02,1.9,8.52
Leche y derivados,Leche y derivados,Leche en polvo descremada,363,2.36,35.89,0.97,52.75,0,8.03,735.5,356.3,1.07,6.25,0,0,0,4.01
Leche y derivados,Leche y derivados,Leche evaporada,138,73.8,7,7.9,9.7,0,1.6,252,205,0.1,320,0.4,0.34,0.2,1
Leche y derivados,Leche y derivados,Leche fluida sabor frutilla,82,82.19,3.61,2.6,11.04,0,0.56,105.8,70.1,0.22,15.5,0.04,0.025,0.57,4.26
Leche y derivados,Leche y derivados,Leche fluida sabor plátano,76,83.01,3.56,2.02,10.97,0,0.44,107.1,74.8,0.32,26.31,0,0,0,3.62
Leche y derivados,Leche y derivados,Leche fluida sabor vainilla,72,83.75,3.42,1.7,10.74,0,0.39,102.5,66.8,0.28,21.47,0,0,0,3.78
Leche y derivados,Leche y derivados,Leche fresca fluida de vaca,60,87.62,3.98,2.86,4.62,0,0.72,196.8,96.6,0.3,15.9,0.5,0.61,0.54,1.57
Leche y derivados,Leche y derivados,Leche reconstituída,60,88.15,3.54,3.02,4.61,0,0.68,123,82,0.1,142,0.05,0.27,0.35,0
Leche y derivados,Leche y derivados,Mantequilla salada,718,15,1.46,77.56,3.48,0,2.5,81.1,85.4,0.55,227.53,"0,,02",0.08,0.16,0
Leche y derivados,Leche y derivados,Mantequilla sin sal,736,11.07,1.31,76.06,11.51,0,0.05,18,24,0.3,189,0.01,0.1,0.13,0
Leche y derivados,Leche y derivados,Quesillo,293,48.22,19.03,22.42,3.83,0,6.5,660,47,0.82,47,0.03,0.15,0.27,0
Leche y derivados,Leche y derivados,Queso andino,359,38.16,28.13,25.14,5.06,0,3.51,659,486.2,0.62,42.23,0.03,0.07,0.27,0
Leche y derivados,Leche y derivados,Queso chaqueño,403,31.49,24.87,30.33,7.65,0,5.66,683,250,0.9,63,0.04,0.28,0.73,0
Leche y derivados,Leche y derivados,Queso cheddar,338,31.04,36.07,16.11,12.29,0,4.49,829.6,536.6,0.91,58.6,0.03,0.38,0.1,0
Leche y derivados,Leche y derivados,Queso criollo,350,38.14,26.22,24.07,7.24,0,4.33,747,350,0.38,153,0.05,0.16,0.68,0
Leche y derivados,Leche y derivados,Queso cuartirolo,317,44.76,28.07,22.09,1.38,0,3.7,558.4,502.4,0.7,92.7,0.04,0.93,0,0
Leche y derivados,Leche y derivados,Queso de mesa,305,36.34,25.48,14.21,18.69,0,4.28,791,328,0.5,160,0.05,0.39,0.26,0
Leche y derivados,Leche y derivados,Queso edam,342,43.19,24.39,25.7,3.22,0,3.5,693.4,565.4,0.82,122.1,0,0,0,0
Leche y derivados,Leche y derivados,Queso fresco de cabra,224,60.23,17.3,16.5,1.66,0,4.31,701.4,155.2,0.49,75.8,0.07,0.59,0.4,0
Leche y derivados,Leche y derivados,Queso fresco de vaca,254,55.5,15.9,18.2,6.6,0,3.8,684,310,0.32,79.9,0.02,0.24,0.58,0
Leche y derivados,Leche y derivados,Queso fundido,277,51.68,12.09,21.6,8.53,0,5.9,495.1,792,0.42,44.1,0,0,0,0
Leche y derivados,Leche y derivados,Queso fundido con jamón,281,52.43,13.61,22.49,6.07,0,5.4,541,717,0.8,42,0,0,0,0
Leche y derivados,Leche y derivados,Queso fundido con salame,295,54.01,13.04,26.01,2.26,0,4.6,420,706,0.81,32,0,0,0,0
Leche y derivados,Leche y derivados,Queso madurado,365,31.34,33.29,22.33,7.7,0,5.34,654,684,0.58,42,0,0,0,0
Leche y derivados,Leche y derivados,Queso menonita,379,36.51,25.39,27.37,7.78,0,2.95,749,430.1,0.43,74,0,0,0,0
Leche y derivados,Leche y derivados,Queso montañés suizo,370,36.22,28.24,25.43,7.01,0,3.1,796,469.6,0.46,110.2,0,0,0,0
Leche y derivados,Leche y derivados,Queso mozzarella,341,45.18,23.86,26.77,1.08,0,3.09,774,465.5,0.35,29.3,0,0,0,0
Leche y derivados,Leche y derivados,Queso con locoto,269,51.02,21.74,17.69,5.77,0,3.24,625.5,782.7,0.56,36.8,0,0,0,0
Leche y derivados,Leche y derivados,Queso cremoso,265,57.27,16.25,20.31,4.26,0,1.99,429.3,523.1,0.38,20.9,0,0,0,0
Leche y derivados,Leche y derivados,Yogurt light sabor frutilla,70,83.89,3.99,2.01,9.09,0,1.02,147.5,104.9,0.26,31.8,0,0,0,0
Leche y derivados,Leche y derivados,Yogurt natural,88,80.81,3.56,2.88,12.06,0,0.69,124.6,135,0.2,42,0.02,0.14,0.37,6
Leche y derivados,Leche y derivados,Yogurt sabor damasco,92,80.2,3.58,2.86,12.86,0,0.68,125,129.6,0.52,27.6,0.06,0.33,0.68,0
Leche y derivados,Leche y derivados,Yogurt sabor naranja,90,80.46,3.56,2.84,12.48,0,0.66,123.4,133.5,0.6,26.8,0.04,0.32,0.41,0
Leche y derivados,Leche y derivados,Yogurt sabor piña,91,80.39,3.63,2.86,12.56,0,0.63,124,128.3,0.4,26.6,0.03,0.44,0.51,0
Leche y derivados,Leche y derivados,Yogurt sabor vainilla bebible,81,82.1,3.6,2.42,11.28,0,0.6,110.6,131.2,0.54,26.5,0.04,0.35,0.68,0
Leche y derivados,Leche y derivados,Yogurt sabor manzana,86,80.69,3.47,2.37,12.73,0,0.74,126.3,139.5,0.34,26.5,0,0,0,6.74
Leche y derivados,Leche y derivados,Yogurt sabor frutilla,84,81.43,3.29,2.41,12.31,0,0.56,121.3,131.2,0.36,25.7,0,0,0,1.77
Leche y derivados,Leche y derivados,Yogurt con pulpa de durazno,95,78.58,3.67,2.47,14.47,0,0.81,132.2,127.8,0.35,27.5,0,0,0,0
Leche y derivados,Leche y derivados,Yogurt con pulpa de frutilla,91,79.37,3.39,2.34,14.16,0,0.74,125,118.5,0.31,23.09,0,0,0,3.09
Leche y derivados,Leche y derivados,Yogurt con pulpa de copoazú,88,80.08,3.37,2.22,13.61,0,0.72,0,0,0,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Agua mineral,0,99.9,0,0,0,0,0.1,4.8,0,0,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Agua mineral sabor limón,3,99,0,0,0.7,0,0.3,2.7,0,0,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Agua de coco,21,94.2,0.35,0.1,4.73,0,0.62,24.3,8.2,0.11,0,0,0,0,0.8
Bebidas,Bebidas Analcohólicas,Bebida gaseosa cocacola,43,89.2,0,0,10.71,0,0.09,0.7,5.2,0.04,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Bebida gaseosa cocacola light,16,95.9,0,0,4,0,0.1,0,0,0.03,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Bebida gaseosa sabor naranja,4,99,0,0,0.98,0,0.02,2,0,0,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Bebida sabor pera,5,98.6,0,0,1.21,0,0.19,0.8,0,0.36,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Bebida sabor tutti frutti,5,98.5,0,0,1.2,0,0.3,2,0,0,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Bebida sabor coco,10,97.2,0,0,2.5,0,0.3,2,0,0.08,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Concentrado de naranja,60,85,0.58,0.2,13.96,0.3,0.26,10.7,11,0.3,19,0,0,0,40
Bebidas,Bebidas Analcohólicas,Concentrado de damasco,63,84,0.84,0.3,14.12,2.4,10,10.8,17,0.9,8,0,0,0,9
Bebidas,Bebidas Analcohólicas,Café sin azúcar (infusión),13,96.4,0.2,0.1,2.7,0,0.6,5.2,5,0.32,0,0,0,0,0
Bebidas,Bebidas Analcohólicas,Horchata con almendra,79,80.5,1.68,1.1,15.71,0,1,15.3,23.2,1,1.9,0,0,0,0.26
Bebidas,Bebidas Analcohólicas,Horchata con coco,83,80.5,1.56,1.5,15.72,0,0.77,14.3,19.6,1.25,1.1,0,0,0,0.24
Bebidas,Bebidas Analcohólicas,Jugo natural de maracuyá,45,68.01,0.6,0.1,10.3,0.02,0.2,13.1,33.8,0.37,17.5,0,0,0,22.01
